molecule_chembl_id,canonical_smiles,standard_value
CHEMBL4212401,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)c1,50000.0
CHEMBL4217338,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(C)=O)c1,40000.0
CHEMBL4212383,N=C(N)NCCC[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CN)C(N)=O,8000.0
CHEMBL4212914,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O,8000.0
CHEMBL22969,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,4580.0
CHEMBL4204198,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)c1,8000.0
CHEMBL4215864,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)c1,8000.0
CHEMBL4218282,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(CNC(=O)CN[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(C)=O)c1,8000.0
CHEMBL4213348,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(CNC(=O)CN[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(C)=O)c1,8000.0
CHEMBL4217753,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(N)=O)c1,6100.0
CHEMBL4206039,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(N)=O)C(C)C)c1,890.0
CHEMBL4205518,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(CNC(=O)CN[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NC(C)=O)C(C)C)c1,370.0
CHEMBL4210397,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)NCC(=O)NCC(N)=O)C(C)C)c1,890.0
CHEMBL4209883,CCC(=C(c1ccc(OCCN2CCCCCC2)cc1)c1ccc(OCCN2CCCCCC2)cc1)c1cccc(C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(N)=O)c1,1100.0
CHEMBL455159,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OC(=O)[C@@H](N)C(C)C)c(OC)c2)ccc1OC(=O)[C@@H](N)C(C)C,10000.0
CHEMBL4228991,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)N1C/C(=C\c2ccc(F)cc2)C(=O)/C(=C/c2ccc(F)cc2)C1)B(O)O,835.0
CHEMBL4248209,COC[C@H](NC(=O)c1cc(Cl)ccc1Cl)C(=O)N[C@@H](CC(C)C)B1OCCNCCO1,6.74
CHEMBL4238198,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCCCC1)B(O)O,3.22
CHEMBL4245244,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCC1)B(O)O,5.26
CHEMBL4249503,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CC1)B(O)O,8.86
CHEMBL4241473,CC(C)CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O,4.16
CHEMBL4249022,CCCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O,1.98
CHEMBL4246480,CCCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O,2.31
CHEMBL4246864,CCCCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O,3.53
CHEMBL4242666,CCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)B(O)O,8.11
CHEMBL4246922,CC(C)C[C@H](NC(=O)CNC(=O)CC(C)(C)C)B(O)O,26.79
CHEMBL4238931,CC(C)CC(=O)NCC(=O)N[C@@H](CC(C)C)B(O)O,20.44
CHEMBL4243132,CCCCCC(=O)NCC(=O)N[C@@H](CC(C)C)B(O)O,27.75
CHEMBL4249453,CCCCC(=O)NCC(=O)N[C@@H](CC(C)C)B(O)O,30.78
CHEMBL4239365,CCCC(=O)NCC(=O)N[C@@H](CC(C)C)B(O)O,42.79
CHEMBL4245648,CCC(=O)NCC(=O)N[C@@H](CC(C)C)B(O)O,593.7
CHEMBL4249917,CC(C)C[C@H](NC(=O)CNC(=O)C1CCCCC1)B(O)O,12.89
CHEMBL4248689,CC(C)C[C@H](NC(=O)CNC(=O)C1CCCC1)B(O)O,21.17
CHEMBL4244424,CC(C)C[C@H](NC(=O)CNC(=O)C1CC1)B(O)O,387.0
CHEMBL4238378,CC(C)C[C@H](NC(=O)CNC(=O)c1cccc2c1CCCC2)B(O)O,5.89
CHEMBL1813227,CC(C)C[C@H](NC(=O)CNC(=O)c1cnccn1)B(O)O,303.8
CHEMBL4243375,COC[C@H](NC(=O)c1cc(Cl)ccc1Cl)C(=O)N[C@@H](CC(C)C)B(O)O,8.21
CHEMBL4251272,COC[C@H](NC(=O)c1cccc2c1CCCC2)C(=O)N[C@@H](CC(C)C)B(O)O,4.82
CHEMBL4250217,COC[C@H](NC(=O)c1cnccn1)C(=O)N[C@@H](CC(C)C)B(O)O,74.86
CHEMBL1813256,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)CC(CC(=O)O)(C(=O)O)O1,8.44
CHEMBL4285574,C[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)N(C)c2ccccc21)C(=O)NCc1ccccc1,5100.0
CHEMBL4290026,C[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@@]1(O)C(=O)N(C)c2ccccc21)C(=O)NCc1ccccc1,6800.0
CHEMBL4287879,C[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1cccc2ccccc12,1400.0
CHEMBL4279971,C[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NC(c1ccccc1)c1ccccc1,1740.0
CHEMBL4277652,C[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccc(-c2ccccc2)cc1,28700.0
CHEMBL4288293,CC(C)c1ccc(CNC(=O)[C@H](C[C@]2(O)C(=O)Nc3ccccc32)NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)NC(=O)OC(C)(C)C)cc1,10000.0
CHEMBL4281070,COC(=O)CCNC(=O)[C@H](C[C@]1(O)C(=O)Nc2ccccc21)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C,64000.0
CHEMBL4289358,C[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCCc1ccccc1,6000.0
CHEMBL4281477,C[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCCC1CCCCC1,2800.0
CHEMBL4278967,C[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCC1CCCCC1,4300.0
CHEMBL4286888,C[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCC(C)(C)C,11300.0
CHEMBL4282422,C[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCC1C2CC3CC(C2)CC1C3,2130.0
CHEMBL4290295,C[C@@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,9200.0
CHEMBL4290714,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NCC(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,6200.0
CHEMBL4280071,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,1480.0
CHEMBL4294116,CC(O)[C@@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,125.0
CHEMBL4283534,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)[C@H](Cc1ccc(OCc2ccccc2)cc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,22000.0
CHEMBL4292640,NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccc(OCc2ccccc2)cc1)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,2900.0
CHEMBL4290109,C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,5100.0
CHEMBL4283793,NC(=O)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,360.0
CHEMBL4294367,CC(O)[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,880.0
CHEMBL4280336,C[C@H](NC(=O)Cc1cccc(Oc2ccccc2)c1)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,350.0
CHEMBL4290977,C[C@H](NC(=O)c1ccc(OCc2ccccc2)cc1)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,113.0
CHEMBL4290574,CC(O)[C@@H](NC(=O)c1ccc(OCc2ccccc2)cc1)C(=O)N[C@@H](C[C@]1(O)C(=O)Nc2ccccc21)C(=O)NCc1ccccc1,7.1
CHEMBL4293877,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C)C(C)C,7.0
CHEMBL4285979,C=CCOC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1OC(=O)[C@H]1[C@@H](C)CC)C(C)C)C(C)C,9.4
CHEMBL4278729,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCc1ccc(Cl)cc1)C(C)C)C(C)C,8.2
CHEMBL4289394,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCC1CCCCC1)C(C)C)C(C)C,18.7
CHEMBL4282198,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCC(C)C)C(C)C)C(C)C,8.8
CHEMBL4292798,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C)C(C)C,3.6
CHEMBL4276815,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCc1ccc(OC)cc1)C(C)C)C(C)C,10.2
CHEMBL4287467,C=CCCOC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1OC(=O)[C@H]1[C@@H](C)CC)C(C)C)C(C)C,6.6
CHEMBL4292745,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OC)C(C)C)C(C)C,15.9
CHEMBL4282765,CC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1OC(=O)[C@H]1C(C)C)C(C)C)C(=O)O,900.0
CHEMBL4286462,CC(C)[C@H](NC(=O)[C@@H]1OC(=O)[C@H]1C1CC1)C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C,7.6
CHEMBL4288920,CC(C)[C@H](NC(=O)[C@@H]1OC(=O)[C@H]1C1CCC1)C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C,13.2
CHEMBL4280675,CC(C)[C@H](NC(=O)[C@@H]1OC(=O)[C@H]1C1CCCC1)C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C,12.9
CHEMBL4294463,CC(C)C[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C)C(C)C,19.7
CHEMBL4282642,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)NCC(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C,2.7
CHEMBL4281941,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C,7.8
CHEMBL4282369,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1)C(C)C,5.7
CHEMBL4280626,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OCc1ccccc1,11.6
CHEMBL4278670,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C)C(C)(C)C,22.8
CHEMBL4283227,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)(C)C)C(C)C,9.8
CHEMBL4293806,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)(C)C)C(C)(C)C,35.9
CHEMBL4293394,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C,5.0
CHEMBL4292698,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)OCc1ccccc1)C(C)C,7.7
CHEMBL4282576,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@@H](COCc1ccccc1)C(=O)N[C@H](C(=O)OCc1ccccc1)C(C)C,7.7
CHEMBL4290778,CC[C@H](C)[C@@H]1C(=O)O[C@H]1C(=O)N[C@H](C(=O)N[C@@H](COCc1ccccc1)C(=O)OCc1ccccc1)C(C)C,3.1
CHEMBL4092241,C1=C2CN3CCCC/C=C\CC[C@@H]4CN(CCCC/C=C\CC[C@H]1C3)CC[C@@H]24,420.0
CHEMBL4458350,C1=C\CCc2cc3c[n+](c2)CCCC/C=C\CC[C@@H]2CN(CCCC/1)CC[C@@H]32,1800.0
CHEMBL4540394,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1)C(=O)N[C@H](C=O)Cc1ccccc1,514.0
CHEMBL4590466,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,139.0
CHEMBL4574306,C#CCOc1ccc(C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc2ccccc2)cc1,189.0
CHEMBL4531762,CC(C)C[C@@H](C=O)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,269.0
CHEMBL4475662,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,220.0
CHEMBL2346855,CCCc1ccc(OCC(=O)N(Cc2nc(-c3cccnc3)no2)C(C)C)cc1,92.0
CHEMBL4470392,CC(C)N(CC(=O)Nc1ccnnc1)C(=O)COc1ccc(CCO)cc1,968.0
CHEMBL4459249,COC(=O)Cc1ccc(OCC(=O)N(CC(=O)Nc2ccnnc2)C(C)C)cc1,1561.0
CHEMBL4453883,CC(C)N(CC(=O)Nc1ccnnc1)C(=O)COc1ccc(Br)cc1,405.0
CHEMBL4450828,CC(C)N(CC(=O)Nc1ccccc1)C(=O)COc1ccc(C(F)(F)F)cc1,952.0
CHEMBL4520975,CCOc1ccc(OCC(=O)N(CC(=O)Nc2ccnnc2)C(C)C)cc1,259.0
CHEMBL4459620,COc1ccc(OCC(=O)N(CC(=O)Nc2ccnnc2)C(C)C)cc1,579.0
CHEMBL4522804,CCCCCc1ccc(OCC(=O)N(CC(=O)Nc2ccnnc2)C(C)C)cc1,64.0
CHEMBL4575392,CC(C)Cc1ccc(OCC(=O)N(CC(=O)Nc2ccnnc2)C(C)C)cc1,118.0
CHEMBL4587043,CCCCc1ccc(OCC(=O)N(CC(=O)Nc2ccnnc2)C(C)C)cc1,49.0
CHEMBL4451594,CCc1ccc(OCC(=O)N(CC(=O)Nc2ccnnc2)C(C)C)cc1,243.0
CHEMBL4444566,Cc1ccc(OCC(=O)N(CC(=O)Nc2ccnnc2)C(C)C)cc1,481.0
CHEMBL4474695,CCCc1ccc(OCC(=O)N(CC(=O)Nc2nc3ccc(OC)cc3s2)C(C)C)cc1,1111.0
CHEMBL4453615,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccc3ccccc3c2)C(C)C)cc1,5907.0
CHEMBL4547025,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccon2)C(C)C)cc1,2011.0
CHEMBL4548805,CCCc1ccc(OCC(=O)N(CC(=O)Nc2nncs2)C(C)C)cc1,3863.0
CHEMBL4553043,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccc(C#N)cc2)C(C)C)cc1,361.0
CHEMBL4441072,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccc(S(C)(=O)=O)cc2)C(C)C)cc1,230.0
CHEMBL4455507,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccc(C(F)(F)F)cc2)C(C)C)cc1,922.0
CHEMBL4583601,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccc(F)cc2)C(C)C)cc1,1197.0
CHEMBL4517345,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccc(OC)c(OC)c2)C(C)C)cc1,4726.0
CHEMBL4440462,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccc(OC)cc2)C(C)C)cc1,952.0
CHEMBL4518237,CCCc1ccc(OCC(=O)N(CC(=O)Nc2cccc(OC)c2)C(C)C)cc1,2000.0
CHEMBL4522343,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccccc2OC)C(C)C)cc1,10000.0
CHEMBL4471047,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccnnc2)C(C)C)cc1,89.0
CHEMBL4447781,CCCc1ccc(OCC(=O)N(CC(=O)Nc2cnccn2)C(C)C)cc1,395.0
CHEMBL4482928,CCCc1ccc(OCC(=O)N(CC(=O)Nc2cncnc2)C(C)C)cc1,280.0
CHEMBL4524703,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccncc2)C(C)C)cc1,100.0
CHEMBL4460049,CCCc1ccc(OCC(=O)N(CC(=O)Nc2ccccn2)C(C)C)cc1,836.0
CHEMBL4522294,CCCc1ccc(OCC(=O)N(CC(=O)Nc2cccnc2)C(C)C)cc1,1682.0
CHEMBL4444494,C#Cc1cccc(C(=O)NCCNC(=O)[C@H](CC(=O)NC(C)(C)C)NS(=O)(=O)c2ccc(C)cc2)c1,430.0
CHEMBL4537720,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cccc(C(C)C)c2)cc1,9120.0
CHEMBL4532885,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cccc(C(F)(F)F)c2)cc1,37090.0
CHEMBL4466632,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cccc(C#N)c2)cc1,40190.0
CHEMBL4475733,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccn2)cc1,29370.0
CHEMBL4536963,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cc(Cl)ccn2)cc1,100000.0
CHEMBL4447046,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cc(C)ccn2)cc1,100000.0
CHEMBL4567620,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2c(O)cccc2F)cc1,540.0
CHEMBL4563110,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)Nc2ccccc2)cc1,100000.0
CHEMBL4548705,Cc1cc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccc2F)no1,39000.0
CHEMBL4458871,Cc1cc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cc(-c3ccccc3F)ccc2F)no1,1130.0
CHEMBL4521524,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cc(-c3ccccc3F)ccc2F)cc1,110.0
CHEMBL4577554,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cc(C)ccc2F)cc1,12030.0
CHEMBL4461840,COc1cccc(C(=O)NCCNC(=O)[C@H](CC(=O)NC(C)(C)C)NS(=O)(=O)c2ccc(C)cc2)c1,506.0
CHEMBL4471926,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)NCc2ccccc2)cc1,46600.0
CHEMBL4589303,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNS(=O)(=O)c2ccccc2)cc1,100000.0
CHEMBL4445784,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccc2)cc1,1410.0
CHEMBL4515222,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccc2F)cc1,1140.0
CHEMBL4521059,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2cccc(F)c2)cc1,2200.0
CHEMBL4448635,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccc(F)cc2)cc1,6700.0
CHEMBL4555610,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccc2Cl)cc1,26050.0
CHEMBL4584213,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccc(Cl)cc2)cc1,5000.0
CHEMBL4538027,Cc1ccc(S(=O)(=O)N[C@@H](CC(=O)NC(C)(C)C)C(=O)NCCNC(=O)c2ccccc2O)cc1,409.0
